location_name,datetime_local,date,latitude,longitude,timezone,humidity,pm10,pm25,temperature,temp_meteostat_hourly,humidity_meteostat_hourly,precipitation_meteostat_hourly,wind_speed_meteostat_hourly,pressure_meteostat_hourly,cloud_cover_meteostat_hourly,pm25_coverage_percent_complete,pm10_coverage_percent_complete,temperature_coverage_percent_complete
Dubai Motor City,2024-10-08 10:00:00,2024-10-08,25.04613617696849,55.24946085563235,Asia/Dubai,48,10.4,9.86,37.1,33.9,48,0.0,19.6,1013.8,0,100.0,100.0,100.0
Dubai Motor City,2024-10-08 11:00:00,2024-10-08,25.04613617696849,55.24946085563235,Asia/Dubai,40,9.1,8.63,36.6,35.7,40,0.0,13.3,1013.3,0,100.0,100.0,100.0
Dubai Motor City,2024-10-08 12:00:00,2024-10-08,25.04613617696849,55.24946085563235,Asia/Dubai,35,9.62,9.24,37.3,36.7,35,0.0,12.0,1012.3,1,100.0,100.0,100.0
Dubai Motor City,2024-10-08 13:00:00,2024-10-08,25.04613617696849,55.24946085563235,Asia/Dubai,29,9.65,9.2,37.7,37.6,29,0.0,6.7,1011.6,1,100.0,100.0,100.0
Dubai Motor City,2024-10-08 14:00:00,2024-10-08,25.04613617696849,55.24946085563235,Asia/Dubai,23,14.6,14.3,38.0,38.7,23,0.0,14.3,1010.3,0,100.0,100.0,100.0
Dubai Motor City,2024-10-08 15:00:00,2024-10-08,25.04613617696849,55.24946085563235,Asia/Dubai,28,21.6,20.9,37.6,38.5,28,0.0,25.4,1010.3,0,100.0,100.0,100.0
Dubai Motor City,2024-10-08 16:00:00,2024-10-08,25.04613617696849,55.24946085563235,Asia/Dubai,41,19.2,18.6,36.3,35.9,41,0.0,24.9,1010.3,2,100.0,100.0,100.0
Dubai Motor City,2024-10-08 17:00:00,2024-10-08,25.04613617696849,55.24946085563235,Asia/Dubai,43,21.3,20.6,35.8,35.7,43,0.0,20.1,1010.3,0,100.0,100.0,100.0
Dubai Motor City,2024-10-08 18:00:00,2024-10-08,25.04613617696849,55.24946085563235,Asia/Dubai,47,22.1,21.4,35.0,34.7,47,0.0,15.7,1010.3,0,100.0,100.0,100.0
Dubai Motor City,2024-10-08 19:00:00,2024-10-08,25.04613617696849,55.24946085563235,Asia/Dubai,54,23.3,22.9,34.0,33.7,54,0.0,7.5,1010.9,2,100.0,100.0,100.0
Dubai Motor City,2024-10-08 20:00:00,2024-10-08,25.04613617696849,55.24946085563235,Asia/Dubai,58,23.1,22.3,33.6,32.5,58,0.0,12.8,1011.3,2,100.0,100.0,100.0
Dubai Motor City,2024-10-08 21:00:00,2024-10-08,25.04613617696849,55.24946085563235,Asia/Dubai,61,24.5,24.0,33.1,32.5,61,0.0,10.1,1011.3,1,100.0,100.0,100.0
Dubai Motor City,2024-10-08 22:00:00,2024-10-08,25.04613617696849,55.24946085563235,Asia/Dubai,57,25.3,24.8,32.8,32.2,57,0.0,8.5,1011.9,1,100.0,100.0,100.0
Dubai Motor City,2024-10-08 23:00:00,2024-10-08,25.04613617696849,55.24946085563235,Asia/Dubai,57,26.7,25.9,32.5,32.2,57,0.0,8.0,1011.3,1,100.0,100.0,100.0
Dubai Motor City,2024-10-09 00:00:00,2024-10-09,25.04613617696849,55.24946085563235,Asia/Dubai,63,26.9,26.0,32.0,31.2,63,0.0,7.2,1011.3,0,100.0,100.0,100.0
Dubai Motor City,2024-10-09 01:00:00,2024-10-09,25.04613617696849,55.24946085563235,Asia/Dubai,63,21.0,20.4,30.8,30.7,63,0.0,9.4,1011.5,0,100.0,100.0,100.0
Dubai Motor City,2024-10-09 02:00:00,2024-10-09,25.04613617696849,55.24946085563235,Asia/Dubai,63,19.3,18.8,30.7,30.7,63,0.0,5.6,1010.3,0,100.0,100.0,100.0
Dubai Motor City,2024-10-09 03:00:00,2024-10-09,25.04613617696849,55.24946085563235,Asia/Dubai,65,24.1,23.6,30.7,30.0,65,0.0,5.0,1010.3,0,100.0,100.0,100.0
Dubai Motor City,2024-10-09 04:00:00,2024-10-09,25.04613617696849,55.24946085563235,Asia/Dubai,63,19.8,19.4,30.1,30.4,63,0.0,7.4,1010.8,0,100.0,100.0,100.0
Dubai Motor City,2024-10-09 05:00:00,2024-10-09,25.04613617696849,55.24946085563235,Asia/Dubai,62,17.6,17.3,29.7,29.7,62,0.0,11.1,1011.0,0,100.0,100.0,100.0
Dubai Motor City,2024-10-09 06:00:00,2024-10-09,25.04613617696849,55.24946085563235,Asia/Dubai,56,19.4,18.9,29.5,30.2,56,0.0,11.2,1011.3,0,100.0,100.0,100.0
Dubai Motor City,2024-10-09 07:00:00,2024-10-09,25.04613617696849,55.24946085563235,Asia/Dubai,57,21.2,20.6,29.1,29.7,57,0.0,13.5,1011.9,0,100.0,100.0,100.0
Dubai Motor City,2024-10-09 08:00:00,2024-10-09,25.04613617696849,55.24946085563235,Asia/Dubai,50,17.9,17.3,33.2,31.0,50,0.0,17.5,1012.3,0,100.0,100.0,100.0
Dubai Motor City,2024-10-09 09:00:00,2024-10-09,25.04613617696849,55.24946085563235,Asia/Dubai,46,13.1,12.5,36.1,32.0,46,0.0,22.2,1012.3,0,100.0,100.0,100.0
Dubai Motor City,2024-10-09 10:00:00,2024-10-09,25.04613617696849,55.24946085563235,Asia/Dubai,42,11.5,10.7,37.5,33.0,42,0.0,21.7,1012.5,0,100.0,100.0,100.0
Dubai Motor City,2024-10-09 11:00:00,2024-10-09,25.04613617696849,55.24946085563235,Asia/Dubai,38,11.5,11.1,35.7,34.7,38,0.0,14.9,1011.3,0,100.0,100.0,100.0
Dubai Motor City,2024-10-09 12:00:00,2024-10-09,25.04613617696849,55.24946085563235,Asia/Dubai,34,11.6,11.0,36.4,36.0,34,0.0,14.3,1011.0,0,100.0,100.0,100.0
Dubai Motor City,2024-10-09 13:00:00,2024-10-09,25.04613617696849,55.24946085563235,Asia/Dubai,31,12.4,12.0,37.2,36.8,31,0.0,11.2,1009.9,1,100.0,100.0,100.0
Dubai Motor City,2024-10-09 14:00:00,2024-10-09,25.04613617696849,55.24946085563235,Asia/Dubai,40,14.8,14.4,37.4,36.7,40,0.0,21.7,1009.3,0,100.0,100.0,100.0
Dubai Motor City,2024-10-09 15:00:00,2024-10-09,25.04613617696849,55.24946085563235,Asia/Dubai,43,14.2,13.4,37.0,35.7,43,0.0,24.6,1009.0,0,100.0,100.0,100.0
Dubai Motor City,2024-10-09 16:00:00,2024-10-09,25.04613617696849,55.24946085563235,Asia/Dubai,48,14.7,14.1,35.7,34.9,48,0.0,28.6,1008.9,1,100.0,100.0,100.0
Dubai Motor City,2024-10-09 17:00:00,2024-10-09,25.04613617696849,55.24946085563235,Asia/Dubai,52,18.8,17.9,34.8,34.0,52,0.0,25.0,1008.3,0,100.0,100.0,100.0
Dubai Motor City,2024-10-09 18:00:00,2024-10-09,25.04613617696849,55.24946085563235,Asia/Dubai,54,18.8,18.0,34.1,33.7,54,0.0,21.0,1009.0,0,100.0,100.0,100.0
Dubai Motor City,2024-10-09 19:00:00,2024-10-09,25.04613617696849,55.24946085563235,Asia/Dubai,58,32.7,29.7,33.4,32.8,58,0.0,18.6,1009.6,3,100.0,100.0,100.0
Dubai Motor City,2024-10-09 20:00:00,2024-10-09,25.04613617696849,55.24946085563235,Asia/Dubai,63,46.6,39.8,33.3,32.7,63,0.0,9.9,1010.3,3,100.0,100.0,100.0
Dubai Motor City,2024-10-09 21:00:00,2024-10-09,25.04613617696849,55.24946085563235,Asia/Dubai,67,56.1,46.9,33.2,32.0,67,0.0,12.6,1010.3,2,100.0,100.0,100.0
Dubai Motor City,2024-10-09 22:00:00,2024-10-09,25.04613617696849,55.24946085563235,Asia/Dubai,68,71.1,63.8,33.1,31.9,68,0.0,11.2,1010.0,1,100.0,100.0,100.0
Dubai Motor City,2024-10-09 23:00:00,2024-10-09,25.04613617696849,55.24946085563235,Asia/Dubai,71,82.2,81.5,32.7,31.7,71,0.0,10.1,1010.0,0,100.0,100.0,100.0
Dubai Motor City,2024-10-10 00:00:00,2024-10-10,25.04613617696849,55.24946085563235,Asia/Dubai,69,92.4,91.8,32.4,31.5,69,0.0,8.5,1009.3,1,100.0,100.0,100.0
Dubai Motor City,2024-10-10 01:00:00,2024-10-10,25.04613617696849,55.24946085563235,Asia/Dubai,70,97.4,96.7,32.0,30.9,70,0.0,7.4,1009.0,1,100.0,100.0,100.0
Dubai Motor City,2024-10-10 02:00:00,2024-10-10,25.04613617696849,55.24946085563235,Asia/Dubai,71,97.1,96.0,31.6,30.2,71,0.0,7.2,1008.3,0,100.0,100.0,100.0
Dubai Motor City,2024-10-10 03:00:00,2024-10-10,25.04613617696849,55.24946085563235,Asia/Dubai,68,39.7,35.7,30.6,30.2,68,0.0,8.5,1008.3,0,100.0,100.0,100.0
Dubai Motor City,2024-10-10 04:00:00,2024-10-10,25.04613617696849,55.24946085563235,Asia/Dubai,76,29.1,28.2,30.2,29.3,76,0.0,9.3,1008.9,1,100.0,100.0,100.0
Dubai Motor City,2024-10-10 05:00:00,2024-10-10,25.04613617696849,55.24946085563235,Asia/Dubai,76,33.0,31.0,30.1,29.2,76,0.0,8.8,1009.3,1,100.0,100.0,100.0
Dubai Motor City,2024-10-10 06:00:00,2024-10-10,25.04613617696849,55.24946085563235,Asia/Dubai,77,37.5,33.8,29.5,29.0,77,0.0,8.8,1009.3,0,100.0,100.0,100.0
Dubai Motor City,2024-10-10 07:00:00,2024-10-10,25.04613617696849,55.24946085563235,Asia/Dubai,77,45.3,38.8,29.3,28.6,77,0.0,8.5,1010.4,1,100.0,100.0,100.0
Dubai Motor City,2024-10-10 08:00:00,2024-10-10,25.04613617696849,55.24946085563235,Asia/Dubai,75,50.0,42.2,33.8,30.0,75,0.0,8.8,1010.3,0,100.0,100.0,100.0
Dubai Motor City,2024-10-10 09:00:00,2024-10-10,25.04613617696849,55.24946085563235,Asia/Dubai,62,58.2,48.2,39.1,32.0,62,0.0,5.6,1011.0,0,100.0,100.0,100.0
Dubai Motor City,2024-10-10 10:00:00,2024-10-10,25.04613617696849,55.24946085563235,Asia/Dubai,51,34.6,30.8,39.3,33.7,51,0.0,11.7,1011.1,1,100.0,100.0,100.0
Dubai Motor City,2024-10-10 11:00:00,2024-10-10,25.04613617696849,55.24946085563235,Asia/Dubai,40,22.8,22.1,37.1,35.0,40,0.0,9.8,1010.3,1,100.0,100.0,100.0
Dubai Motor City,2024-10-10 12:00:00,2024-10-10,25.04613617696849,55.24946085563235,Asia/Dubai,34,25.1,24.3,37.8,36.0,34,0.0,12.5,1009.3,1,100.0,100.0,100.0
Dubai Motor City,2024-10-10 13:00:00,2024-10-10,25.04613617696849,55.24946085563235,Asia/Dubai,35,35.8,32.8,38.1,36.6,35,0.0,8.8,1008.8,1,100.0,100.0,100.0
Dubai Motor City,2024-10-10 14:00:00,2024-10-10,25.04613617696849,55.24946085563235,Asia/Dubai,41,47.1,40.3,37.5,35.7,41,0.1,24.4,1007.3,0,100.0,100.0,100.0
Dubai Motor City,2024-10-10 15:00:00,2024-10-10,25.04613617696849,55.24946085563235,Asia/Dubai,43,52.2,44.0,36.6,35.7,43,0.0,24.9,1007.3,0,100.0,100.0,100.0
Dubai Motor City,2024-10-10 16:00:00,2024-10-10,25.04613617696849,55.24946085563235,Asia/Dubai,51,62.6,51.7,35.4,34.2,51,0.0,26.8,1007.6,1,100.0,100.0,100.0
Dubai Motor City,2024-10-10 17:00:00,2024-10-10,25.04613617696849,55.24946085563235,Asia/Dubai,58,61.5,51.2,34.4,33.7,58,0.0,25.4,1007.3,1,100.0,100.0,100.0
Dubai Motor City,2024-10-10 18:00:00,2024-10-10,25.04613617696849,55.24946085563235,Asia/Dubai,60,53.4,45.0,33.7,32.7,60,0.0,21.7,1008.0,1,100.0,100.0,100.0
Dubai Motor City,2024-10-10 19:00:00,2024-10-10,25.04613617696849,55.24946085563235,Asia/Dubai,66,49.3,41.9,33.0,32.4,66,0.0,16.5,1008.8,3,100.0,100.0,100.0
Dubai Motor City,2024-10-10 20:00:00,2024-10-10,25.04613617696849,55.24946085563235,Asia/Dubai,64,50.0,42.5,32.6,32.5,64,0.0,7.5,1010.0,0,100.0,100.0,100.0
Dubai Motor City,2024-10-10 21:00:00,2024-10-10,25.04613617696849,55.24946085563235,Asia/Dubai,63,52.2,44.1,32.5,32.7,63,0.0,6.7,1009.3,0,100.0,100.0,100.0
Dubai Motor City,2024-10-10 22:00:00,2024-10-10,25.04613617696849,55.24946085563235,Asia/Dubai,67,52.6,44.2,32.3,32.1,67,0.0,13.2,1010.5,4,100.0,100.0,100.0
Dubai Motor City,2024-10-10 23:00:00,2024-10-10,25.04613617696849,55.24946085563235,Asia/Dubai,69,53.7,45.0,31.8,31.5,69,0.0,11.2,1010.0,0,100.0,100.0,100.0
Dubai Motor City,2024-10-11 00:00:00,2024-10-11,25.04613617696849,55.24946085563235,Asia/Dubai,71,53.8,45.1,31.4,30.7,71,0.0,10.7,1009.3,0,100.0,100.0,100.0
Dubai Motor City,2024-10-11 01:00:00,2024-10-11,25.04613617696849,55.24946085563235,Asia/Dubai,69,55.7,46.3,31.2,30.5,69,0.0,7.2,1008.9,0,100.0,100.0,100.0
Dubai Motor City,2024-10-11 02:00:00,2024-10-11,25.04613617696849,55.24946085563235,Asia/Dubai,64,51.9,43.8,31.0,30.7,64,0.0,5.6,1008.3,0,100.0,100.0,100.0
Dubai Motor City,2024-10-11 03:00:00,2024-10-11,25.04613617696849,55.24946085563235,Asia/Dubai,65,49.5,42.0,30.6,30.0,65,0.0,4.5,1008.3,0,100.0,100.0,100.0
Dubai Motor City,2024-10-11 04:00:00,2024-10-11,25.04613617696849,55.24946085563235,Asia/Dubai,65,48.8,41.5,30.3,30.0,65,0.0,5.0,1008.5,0,100.0,100.0,100.0
Dubai Motor City,2024-10-11 05:00:00,2024-10-11,25.04613617696849,55.24946085563235,Asia/Dubai,64,54.5,45.7,30.3,30.5,64,0.0,8.8,1008.3,0,100.0,100.0,100.0
Dubai Motor City,2024-10-11 06:00:00,2024-10-11,25.04613617696849,55.24946085563235,Asia/Dubai,66,49.8,42.2,30.4,29.7,66,0.0,4.2,1009.0,0,100.0,100.0,100.0
Dubai Motor City,2024-10-11 07:00:00,2024-10-11,25.04613617696849,55.24946085563235,Asia/Dubai,64,53.6,44.9,30.2,29.8,64,0.0,5.5,1009.6,0,100.0,100.0,100.0
Dubai Motor City,2024-10-11 08:00:00,2024-10-11,25.04613617696849,55.24946085563235,Asia/Dubai,60,53.8,45.0,32.1,29.7,60,0.0,10.1,1010.3,0,100.0,100.0,100.0
Dubai Motor City,2024-10-11 09:00:00,2024-10-11,25.04613617696849,55.24946085563235,Asia/Dubai,58,47.3,40.2,33.7,32.0,58,0.0,11.2,1010.3,0,100.0,100.0,100.0
Dubai Motor City,2024-10-14 14:00:00,2024-10-14,25.04613617696849,55.24946085563235,Asia/Dubai,30,18.4,17.7,29.3,37.5,30,0.0,20.1,1007.3,0,100.0,100.0,100.0
Dubai Motor City,2024-10-14 15:00:00,2024-10-14,25.04613617696849,55.24946085563235,Asia/Dubai,34,29.1,27.6,36.9,36.3,34,0.0,24.5,1007.0,0,100.0,100.0,100.0
Dubai Motor City,2024-10-14 16:00:00,2024-10-14,25.04613617696849,55.24946085563235,Asia/Dubai,41,36.0,32.8,35.4,35.8,41,0.0,20.3,1006.6,1,100.0,100.0,100.0
Dubai Motor City,2024-10-14 17:00:00,2024-10-14,25.04613617696849,55.24946085563235,Asia/Dubai,47,37.8,33.9,34.3,35.0,47,0.0,21.4,1007.0,0,100.0,100.0,100.0
Dubai Motor City,2024-10-14 18:00:00,2024-10-14,25.04613617696849,55.24946085563235,Asia/Dubai,51,39.8,35.3,33.6,34.0,51,0.0,19.6,1007.3,0,100.0,100.0,100.0
Dubai Motor City,2024-10-14 19:00:00,2024-10-14,25.04613617696849,55.24946085563235,Asia/Dubai,43,42.8,37.0,32.7,34.5,43,0.0,17.5,1008.0,0,100.0,100.0,100.0
Dubai Motor City,2024-10-14 20:00:00,2024-10-14,25.04613617696849,55.24946085563235,Asia/Dubai,24,26.2,24.5,31.9,34.5,24,0.0,16.0,1008.3,0,100.0,100.0,100.0
Dubai Motor City,2024-10-14 21:00:00,2024-10-14,25.04613617696849,55.24946085563235,Asia/Dubai,28,19.1,18.6,31.4,33.5,28,0.0,13.5,1009.3,0,100.0,100.0,100.0
Dubai Motor City,2024-10-14 22:00:00,2024-10-14,25.04613617696849,55.24946085563235,Asia/Dubai,35,20.9,20.4,30.8,32.4,35,0.0,19.3,1009.6,0,100.0,100.0,100.0
Dubai Motor City,2024-10-14 23:00:00,2024-10-14,25.04613617696849,55.24946085563235,Asia/Dubai,42,23.0,22.1,30.3,31.5,42,0.0,15.7,1009.0,0,100.0,100.0,100.0
Dubai Motor City,2024-10-15 00:00:00,2024-10-15,25.04613617696849,55.24946085563235,Asia/Dubai,48,23.4,22.8,29.8,30.5,48,0.0,17.0,1008.3,0,100.0,100.0,100.0
Dubai Motor City,2024-10-15 01:00:00,2024-10-15,25.04613617696849,55.24946085563235,Asia/Dubai,43,27.6,26.8,29.2,31.0,43,0.0,20.1,1008.6,0,100.0,100.0,100.0
Dubai Motor City,2024-10-15 02:00:00,2024-10-15,25.04613617696849,55.24946085563235,Asia/Dubai,50,32.8,30.9,28.9,30.5,50,0.0,14.5,1008.3,0,100.0,100.0,100.0
Dubai Motor City,2024-10-15 03:00:00,2024-10-15,25.04613617696849,55.24946085563235,Asia/Dubai,60,37.7,33.6,28.7,29.7,60,0.0,10.5,1009.0,0,100.0,100.0,100.0
Dubai Motor City,2024-10-15 04:00:00,2024-10-15,25.04613617696849,55.24946085563235,Asia/Dubai,61,41.0,35.8,28.5,29.5,61,0.0,14.9,1008.9,0,100.0,100.0,100.0
Dubai Motor City,2024-10-15 05:00:00,2024-10-15,25.04613617696849,55.24946085563235,Asia/Dubai,65,43.8,37.7,28.4,29.0,65,0.0,17.2,1009.0,0,100.0,100.0,100.0
Dubai Motor City,2024-10-15 06:00:00,2024-10-15,25.04613617696849,55.24946085563235,Asia/Dubai,66,47.8,40.7,28.0,28.7,66,0.0,13.3,1009.3,1,100.0,100.0,100.0
Dubai Motor City,2024-10-15 07:00:00,2024-10-15,25.04613617696849,55.24946085563235,Asia/Dubai,67,49.6,42.0,27.7,28.8,67,0.0,10.6,1010.4,2,100.0,100.0,100.0
Dubai Motor City,2024-10-15 08:00:00,2024-10-15,25.04613617696849,55.24946085563235,Asia/Dubai,61,44.8,38.5,31.3,30.3,61,0.0,14.3,1011.0,2,100.0,100.0,100.0
Dubai Motor City,2024-10-15 09:00:00,2024-10-15,25.04613617696849,55.24946085563235,Asia/Dubai,54,32.9,31.0,37.0,32.3,54,0.0,14.8,1011.3,1,100.0,100.0,100.0
Dubai Motor City,2024-10-15 10:00:00,2024-10-15,25.04613617696849,55.24946085563235,Asia/Dubai,47,28.5,27.7,40.7,33.3,47,0.0,16.6,1011.7,1,100.0,100.0,100.0
Dubai Motor City,2024-10-15 11:00:00,2024-10-15,25.04613617696849,55.24946085563235,Asia/Dubai,41,27.1,26.4,42.1,35.0,41,0.0,18.5,1011.0,1,100.0,100.0,100.0
Dubai Motor City,2024-10-15 12:00:00,2024-10-15,25.04613617696849,55.24946085563235,Asia/Dubai,35,26.3,25.8,40.2,36.0,35,0.0,17.5,1010.3,1,100.0,100.0,100.0
Dubai Motor City,2024-10-15 13:00:00,2024-10-15,25.04613617696849,55.24946085563235,Asia/Dubai,31,26.4,25.9,38.1,37.6,31,0.0,21.8,1009.5,1,100.0,100.0,100.0
Dubai Motor City,2024-10-15 14:00:00,2024-10-15,25.04613617696849,55.24946085563235,Asia/Dubai,31,24.5,24.0,37.6,37.7,31,0.0,19.6,1008.3,1,100.0,100.0,100.0
Dubai Motor City,2024-10-15 15:00:00,2024-10-15,25.04613617696849,55.24946085563235,Asia/Dubai,43,25.2,24.4,36.5,36.0,43,0.0,16.7,1008.0,1,100.0,100.0,100.0
Dubai Motor City,2024-10-15 16:00:00,2024-10-15,25.04613617696849,55.24946085563235,Asia/Dubai,43,24.1,23.3,35.4,36.2,43,0.0,21.0,1007.9,1,100.0,100.0,100.0
Dubai Motor City,2024-10-15 17:00:00,2024-10-15,25.04613617696849,55.24946085563235,Asia/Dubai,33,20.2,19.5,34.3,36.5,33,0.0,22.7,1008.3,1,100.0,100.0,100.0
Dubai Motor City,2024-10-15 18:00:00,2024-10-15,25.04613617696849,55.24946085563235,Asia/Dubai,37,20.0,19.3,33.0,34.7,37,0.0,23.6,1009.0,1,100.0,100.0,100.0
Dubai Motor City,2024-10-15 19:00:00,2024-10-15,25.04613617696849,55.24946085563235,Asia/Dubai,42,19.5,18.9,31.8,33.2,42,0.0,23.1,1009.6,2,100.0,100.0,100.0
Dubai Motor City,2024-10-15 20:00:00,2024-10-15,25.04613617696849,55.24946085563235,Asia/Dubai,45,21.0,20.3,30.9,32.5,45,0.0,21.7,1010.3,2,100.0,100.0,100.0
Dubai Motor City,2024-10-15 21:00:00,2024-10-15,25.04613617696849,55.24946085563235,Asia/Dubai,47,21.4,20.9,30.3,31.7,47,0.0,15.2,1010.3,1,100.0,100.0,100.0
Dubai Motor City,2024-10-15 22:00:00,2024-10-15,25.04613617696849,55.24946085563235,Asia/Dubai,51,21.2,20.6,30.1,31.0,51,0.0,12.5,1010.8,1,100.0,100.0,100.0
Dubai Motor City,2024-10-15 23:00:00,2024-10-15,25.04613617696849,55.24946085563235,Asia/Dubai,55,20.4,19.9,29.5,30.7,55,0.0,14.3,1010.3,1,100.0,100.0,100.0
Dubai Motor City,2024-10-16 00:00:00,2024-10-16,25.04613617696849,55.24946085563235,Asia/Dubai,60,23.3,22.8,29.3,29.7,60,0.0,13.0,1010.3,1,100.0,100.0,100.0
Dubai Motor City,2024-10-16 01:00:00,2024-10-16,25.04613617696849,55.24946085563235,Asia/Dubai,61,24.2,23.5,29.1,29.7,61,0.0,16.2,1010.6,0,100.0,100.0,100.0
Dubai Motor City,2024-10-16 02:00:00,2024-10-16,25.04613617696849,55.24946085563235,Asia/Dubai,60,23.8,23.1,28.9,29.7,60,0.0,16.1,1010.0,1,100.0,100.0,100.0
Dubai Motor City,2024-10-16 03:00:00,2024-10-16,25.04613617696849,55.24946085563235,Asia/Dubai,60,23.2,22.7,28.7,29.7,60,0.0,20.1,1010.3,1,100.0,100.0,100.0
Dubai Motor City,2024-10-16 04:00:00,2024-10-16,25.04613617696849,55.24946085563235,Asia/Dubai,62,22.3,21.8,28.4,29.3,62,0.0,16.5,1010.1,1,100.0,100.0,100.0
Dubai Motor City,2024-10-16 05:00:00,2024-10-16,25.04613617696849,55.24946085563235,Asia/Dubai,61,23.4,23.0,28.1,29.2,61,0.0,16.5,1010.0,1,100.0,100.0,100.0
Dubai Motor City,2024-10-16 06:00:00,2024-10-16,25.04613617696849,55.24946085563235,Asia/Dubai,63,25.2,24.8,27.8,28.5,63,0.0,14.7,1010.3,1,100.0,100.0,100.0
Dubai Motor City,2024-10-16 07:00:00,2024-10-16,25.04613617696849,55.24946085563235,Asia/Dubai,62,24.8,24.3,28.0,28.9,62,0.0,15.2,1010.7,4,100.0,100.0,100.0
Dubai Motor City,2024-10-16 08:00:00,2024-10-16,25.04613617696849,55.24946085563235,Asia/Dubai,59,21.4,20.9,32.2,30.0,59,0.0,15.7,1011.3,3,100.0,100.0,100.0
Dubai Motor City,2024-10-16 09:00:00,2024-10-16,25.04613617696849,55.24946085563235,Asia/Dubai,54,15.6,15.2,37.9,31.0,54,0.0,19.6,1011.3,2,100.0,100.0,100.0
Dubai Motor City,2024-10-16 10:00:00,2024-10-16,25.04613617696849,55.24946085563235,Asia/Dubai,49,12.2,12.0,40.7,32.7,49,0.0,20.4,1012.0,2,100.0,100.0,100.0
Dubai Motor City,2024-10-16 11:00:00,2024-10-16,25.04613617696849,55.24946085563235,Asia/Dubai,46,11.2,11.0,40.7,34.0,46,0.0,20.4,1011.3,2,100.0,100.0,100.0
Dubai Motor City,2024-10-16 12:00:00,2024-10-16,25.04613617696849,55.24946085563235,Asia/Dubai,42,11.2,10.9,38.5,34.7,42,0.0,12.8,1011.0,2,100.0,100.0,100.0
Dubai Motor City,2024-10-16 13:00:00,2024-10-16,25.04613617696849,55.24946085563235,Asia/Dubai,38,12.8,12.5,37.4,35.9,38,0.0,12.8,1009.7,1,100.0,100.0,100.0
Dubai Motor City,2024-10-16 14:00:00,2024-10-16,25.04613617696849,55.24946085563235,Asia/Dubai,34,14.6,14.2,36.8,37.0,34,0.0,17.5,1008.3,1,100.0,100.0,100.0
Dubai Motor City,2024-10-16 15:00:00,2024-10-16,25.04613617696849,55.24946085563235,Asia/Dubai,51,15.2,14.8,35.9,34.7,51,0.0,17.5,1008.0,1,100.0,100.0,100.0
Dubai Motor City,2024-10-16 16:00:00,2024-10-16,25.04613617696849,55.24946085563235,Asia/Dubai,52,19.7,19.3,34.9,34.1,52,0.0,23.1,1008.1,1,100.0,100.0,100.0
Dubai Motor City,2024-10-16 17:00:00,2024-10-16,25.04613617696849,55.24946085563235,Asia/Dubai,52,27.7,27.1,33.6,34.5,52,0.0,24.4,1008.3,2,100.0,100.0,100.0
Dubai Motor City,2024-10-16 18:00:00,2024-10-16,25.04613617696849,55.24946085563235,Asia/Dubai,59,27.2,26.6,32.6,32.7,59,0.0,18.0,1008.3,1,100.0,100.0,100.0
Dubai Motor City,2024-10-16 19:00:00,2024-10-16,25.04613617696849,55.24946085563235,Asia/Dubai,57,28.1,27.6,31.8,32.7,57,0.0,13.8,1009.0,1,100.0,100.0,100.0
Dubai Motor City,2024-10-16 20:00:00,2024-10-16,25.04613617696849,55.24946085563235,Asia/Dubai,53,14.1,13.8,31.2,32.5,53,0.0,15.7,1009.3,0,100.0,100.0,100.0
Dubai Motor City,2024-10-16 21:00:00,2024-10-16,25.04613617696849,55.24946085563235,Asia/Dubai,52,6.93,6.85,30.6,31.7,52,0.0,13.3,1010.3,0,100.0,100.0,100.0
Dubai Motor City,2024-10-16 22:00:00,2024-10-16,25.04613617696849,55.24946085563235,Asia/Dubai,54,6.83,6.68,30.1,31.0,54,0.0,16.5,1010.9,0,100.0,100.0,100.0
Dubai Motor City,2024-10-16 23:00:00,2024-10-16,25.04613617696849,55.24946085563235,Asia/Dubai,56,5.77,5.6,29.4,30.5,56,0.0,15.3,1010.3,0,100.0,100.0,100.0
Dubai Motor City,2024-10-17 00:00:00,2024-10-17,25.04613617696849,55.24946085563235,Asia/Dubai,61,3.82,3.7,29.0,29.5,61,0.0,13.3,1010.3,1,100.0,100.0,100.0
Dubai Motor City,2024-10-17 01:00:00,2024-10-17,25.04613617696849,55.24946085563235,Asia/Dubai,61,4.83,4.77,28.8,29.7,61,0.0,11.7,1010.3,1,100.0,100.0,100.0
Dubai Motor City,2024-10-17 02:00:00,2024-10-17,25.04613617696849,55.24946085563235,Asia/Dubai,61,6.52,6.3,28.5,29.7,61,0.0,14.3,1010.3,0,100.0,100.0,100.0
Dubai Motor City,2024-10-17 03:00:00,2024-10-17,25.04613617696849,55.24946085563235,Asia/Dubai,62,4.68,4.61,28.1,29.0,62,0.0,14.0,1010.0,1,100.0,100.0,100.0
Dubai Motor City,2024-10-17 04:00:00,2024-10-17,25.04613617696849,55.24946085563235,Asia/Dubai,63,4.17,4.03,27.9,28.9,63,0.0,13.3,1010.0,1,100.0,100.0,100.0
Dubai Motor City,2024-10-17 05:00:00,2024-10-17,25.04613617696849,55.24946085563235,Asia/Dubai,61,4.51,4.42,27.9,29.5,61,0.0,12.6,1010.0,1,100.0,100.0,100.0
