location_name,date,latitude,longitude,timezone,humidity,pm10,pm25,temperature,temp_meteostat,temp_min_meteostat,temp_max_meteostat,humidity_meteostat,precipitation_meteostat,wind_speed_meteostat,pressure_meteostat,cloud_cover_meteostat,hourly_rows,pm25_non_null_hours,pm10_non_null_hours,temperature_non_null_hours
Dubai Motor City,2024-10-20,25.04613617696849,55.24946085563235,Asia/Dubai,64.25,58.175000000000004,51.95416666666667,34.733333333333334,32.69583333333333,29.9,37.3,64.25,0.0,13.120833333333332,1009.9250000000001,0.4583333333333333,24,24,24,24
Dubai Motor City,2024-10-21,25.04613617696849,55.24946085563235,Asia/Dubai,65.70833333333333,71.88333333333334,66.73333333333333,33.97083333333333,32.270833333333336,29.1,37.2,65.70833333333333,0.0,12.520833333333334,1009.4791666666666,0.16666666666666666,24,24,24,24
Dubai Motor City,2024-10-22,25.04613617696849,55.24946085563235,Asia/Dubai,69.79166666666667,65.64999999999999,60.550000000000004,31.620833333333334,31.4875,28.4,36.5,69.79166666666667,0.0,13.208333333333334,1010.1708333333332,0.3333333333333333,24,24,24,24
Dubai Motor City,2024-10-23,25.04613617696849,55.24946085563235,Asia/Dubai,60.25,44.19166666666666,37.99166666666667,30.941666666666666,31.7375,27.0,37.6,60.25,0.0,13.366666666666667,1011.6333333333333,0.20833333333333334,24,24,24,24
Dubai Motor City,2024-10-24,25.04613617696849,55.24946085563235,Asia/Dubai,51.333333333333336,32.85916666666667,28.900833333333335,31.391666666666666,32.541666666666664,28.7,38.9,51.333333333333336,0.0,13.1875,1011.9666666666667,0.25,24,24,24,24
Dubai Motor City,2024-10-25,25.04613617696849,55.24946085563235,Asia/Dubai,55.208333333333336,41.891666666666666,36.46666666666667,31.833333333333332,31.9375,28.7,36.0,55.208333333333336,0.0,13.65,1012.6583333333333,1.1666666666666667,24,24,24,24
Dubai Motor City,2024-10-26,25.04613617696849,55.24946085563235,Asia/Dubai,64.95833333333333,43.62083333333334,37.887499999999996,31.71666666666667,31.420833333333334,28.7,35.0,64.95833333333333,0.0,13.629166666666668,1013.1875,0.5416666666666666,24,24,24,24
Dubai Motor City,2024-10-27,25.04613617696849,55.24946085563235,Asia/Dubai,61.041666666666664,23.070833333333336,22.083333333333332,31.525000000000002,31.175,27.2,34.0,61.041666666666664,0.0,14.4125,1012.4416666666666,0.375,24,24,24,24
Dubai Motor City,2024-10-28,25.04613617696849,55.24946085563235,Asia/Dubai,53.833333333333336,20.941666666666666,20.4375,31.695833333333336,31.21666666666667,29.7,33.0,53.833333333333336,0.0,17.4875,1010.2041666666668,0.6666666666666666,24,24,24,24
Dubai Motor City,2024-10-29,25.04613617696849,55.24946085563235,Asia/Dubai,52.125,33.375,31.15833333333333,30.2375,29.787499999999998,25.6,33.0,52.125,0.0,16.7625,1010.2958333333332,0.5416666666666666,24,24,24,24
Dubai Motor City,2024-10-30,25.04613617696849,55.24946085563235,Asia/Dubai,50.0,40.291666666666664,35.575,30.233333333333334,29.6875,24.6,32.8,50.0,0.0,15.195833333333333,1010.7125,0.7083333333333334,24,24,24,24
Dubai Motor City,2024-10-31,25.04613617696849,55.24946085563235,Asia/Dubai,54.041666666666664,53.9375,46.67083333333333,30.329166666666666,29.7375,25.2,34.6,54.041666666666664,0.0,10.495833333333334,1012.0625,0.875,24,24,24,24
Dubai Motor City,2024-11-01,25.04613617696849,55.24946085563235,Asia/Dubai,58.0,65.08333333333333,56.699999999999996,31.133333333333336,30.0625,26.0,34.7,58.0,0.0,11.287500000000001,1013.5791666666668,0.0,24,24,24,24
Dubai Motor City,2024-11-02,25.04613617696849,55.24946085563235,Asia/Dubai,58.583333333333336,60.925000000000004,53.15833333333333,31.304166666666664,30.28333333333333,26.2,33.7,58.583333333333336,0.0,11.045833333333334,1014.5708333333333,0.0,24,24,24,24
Dubai Motor City,2024-11-03,25.04613617696849,55.24946085563235,Asia/Dubai,66.04166666666667,74.14999999999999,69.82083333333334,30.78333333333333,29.537499999999998,25.2,35.0,66.04166666666667,0.0,10.629166666666666,1013.7291666666666,0.0,24,24,24,24
Dubai Motor City,2024-11-04,25.04613617696849,55.24946085563235,Asia/Dubai,64.54166666666667,68.16250000000001,62.46666666666667,30.754166666666666,29.333333333333332,24.0,34.7,64.54166666666667,0.0,8.429166666666667,1012.65,0.0,24,24,24,24
Dubai Motor City,2024-11-05,25.04613617696849,55.24946085563235,Asia/Dubai,57.875,51.48333333333333,43.5875,31.070833333333336,30.1125,24.8,35.6,57.875,0.0,8.35,1012.7458333333334,0.041666666666666664,24,24,24,24
Dubai Motor City,2024-11-06,25.04613617696849,55.24946085563235,Asia/Dubai,62.916666666666664,53.94166666666666,45.541666666666664,31.03333333333333,29.849999999999998,25.4,35.0,62.916666666666664,0.0,10.654166666666667,1014.8583333333332,0.08333333333333333,24,24,24,24
