location_name,date,humidity,pm10,pm25,temperature,temp_meteostat,temp_min_meteostat,temp_max_meteostat,humidity_meteostat,precipitation_meteostat,wind_speed_meteostat,pressure_meteostat,cloud_cover_meteostat,year,month,month_name,day_of_week,is_weekend,season
Dubai Motor City,2024-10-08,37.3,19.1,18.5,35.0,33.4,29.0,39.7,48,0.0,13.8,1011.4,0,2024,10,October,Tuesday,False,Autumn
Dubai Motor City,2024-10-09,42.6,28.5,26.9,33.5,32.8,29.9,37.6,53,0.0,15.7,1010.3,0,2024,10,October,Wednesday,False,Autumn
Dubai Motor City,2024-10-10,45.1,49.8,44.0,33.7,32.6,29.5,37.5,60,0.0,13.1,1009.0,1,2024,10,October,Thursday,False,Autumn
Dubai Motor City,2024-10-11,50.9,51.6,43.5,31.1,32.8,30.0,37.2,54,0.0,11.8,1008.7,0,2024,10,October,Friday,False,Autumn
Dubai Motor City,2024-10-14,37.0,28.8,26.6,32.4,33.3,29.5,37.9,46,0.0,15.1,1008.2,0,2024,10,October,Monday,False,Autumn
Dubai Motor City,2024-10-15,40.1,29.5,27.4,32.8,32.6,29.0,38.0,48,0.0,17.3,1009.4,1,2024,10,October,Tuesday,False,Autumn
Dubai Motor City,2024-10-16,43.5,17.6,17.2,32.6,32.1,29.0,37.0,54,0.0,18.0,1009.8,1,2024,10,October,Wednesday,False,Autumn
Dubai Motor City,2024-10-17,45.5,8.78,8.55,33.4,31.9,29.0,35.9,58,0.0,14.8,1009.5,1,2024,10,October,Thursday,False,Autumn
Dubai Motor City,2024-10-18,47.5,17.4,17.1,33.6,32.8,29.0,37.5,61,0.0,13.1,1008.5,1,2024,10,October,Friday,False,Autumn
Dubai Motor City,2024-10-19,45.1,26.7,24.9,34.4,33.3,29.8,37.9,57,0.0,14.3,1009.4,2,2024,10,October,Saturday,True,Autumn
Dubai Motor City,2024-10-20,46.8,58.0,51.7,34.7,33.1,30.4,37.7,64,0.0,14.2,1009.8,0,2024,10,October,Sunday,True,Autumn
Dubai Motor City,2024-10-21,49.5,72.6,67.8,33.9,32.5,29.1,38.5,65,0.0,12.8,1009.3,0,2024,10,October,Monday,False,Autumn
Dubai Motor City,2024-10-22,56.1,64.7,59.1,31.5,31.7,28.4,37.1,70,0.0,13.8,1010.0,0,2024,10,October,Tuesday,False,Autumn
Dubai Motor City,2024-10-23,52.0,43.7,37.6,30.9,32.3,27.7,38.3,59,0.0,14.2,1011.4,0,2024,10,October,Wednesday,False,Autumn
Dubai Motor City,2024-10-24,46.6,32.4,28.6,31.4,33.2,29.6,39.8,51,0.0,14.0,1011.8,0,2024,10,October,Thursday,False,Autumn
Dubai Motor City,2024-10-25,47.4,43.0,37.3,31.9,32.1,29.7,36.2,54,0.0,14.4,1012.5,1,2024,10,October,Friday,False,Autumn
Dubai Motor City,2024-10-26,50.7,41.7,36.4,31.7,31.6,28.8,35.4,65,0.0,14.4,1013.0,0,2024,10,October,Saturday,True,Autumn
Dubai Motor City,2024-10-27,48.4,23.0,22.0,31.5,31.4,27.9,35.0,61,0.0,14.9,1012.3,0,2024,10,October,Sunday,True,Autumn
Dubai Motor City,2024-10-28,44.3,21.0,20.5,31.7,31.4,30.0,33.0,54,0.0,18.6,1010.1,1,2024,10,October,Monday,False,Autumn
Dubai Motor City,2024-10-29,43.6,33.4,31.2,30.2,30.2,25.6,33.6,52,0.0,16.9,1010.1,0,2024,10,October,Tuesday,False,Autumn
Dubai Motor City,2024-10-30,42.6,42.1,36.9,30.2,29.7,24.7,33.2,50,0.0,15.4,1010.6,1,2024,10,October,Wednesday,False,Autumn
Dubai Motor City,2024-10-31,43.3,54.2,47.0,30.4,30.2,25.6,35.6,54,0.0,11.5,1012.0,1,2024,10,October,Thursday,False,Autumn
Dubai Motor City,2024-11-01,45.9,64.5,56.1,31.2,30.8,26.9,35.5,57,0.0,12.3,1013.4,0,2024,11,November,Friday,False,Autumn
Dubai Motor City,2024-11-02,46.1,63.3,55.9,31.3,30.6,27.3,34.1,57,0.0,12.2,1014.4,0,2024,11,November,Saturday,True,Autumn
Dubai Motor City,2024-11-03,49.3,71.4,66.8,30.8,29.8,26.0,35.0,65,0.0,11.0,1013.6,0,2024,11,November,Sunday,True,Autumn
Dubai Motor City,2024-11-04,49.0,68.4,62.6,30.8,30.0,25.3,34.6,63,0.0,8.9,1012.5,0,2024,11,November,Monday,False,Autumn
Dubai Motor City,2024-11-05,43.4,51.6,43.7,31.1,30.8,25.9,36.0,56,0.0,8.5,1012.6,0,2024,11,November,Tuesday,False,Autumn
Dubai Motor City,2024-11-06,44.5,54.5,46.0,31.0,30.3,26.5,36.3,62,0.0,11.3,1014.7,0,2024,11,November,Wednesday,False,Autumn
Dubai Motor City,2024-11-07,49.2,59.8,53.5,30.6,30.1,26.9,34.9,65,0.0,11.6,1015.1,0,2024,11,November,Thursday,False,Autumn
Dubai Motor City,2024-11-08,48.8,66.1,61.0,29.9,28.9,25.4,34.2,63,0.0,11.0,1014.1,0,2024,11,November,Friday,False,Autumn
Dubai Motor City,2024-11-09,45.8,58.2,49.8,29.5,28.8,24.6,34.0,57,0.0,9.5,1013.8,0,2024,11,November,Saturday,True,Autumn
Dubai Motor City,2024-11-10,44.7,62.8,56.0,30.0,29.1,25.0,33.0,61,0.0,11.1,1014.9,0,2024,11,November,Sunday,True,Autumn
Dubai Motor City,2024-11-11,46.8,55.8,48.0,30.2,29.6,25.7,33.9,60,0.0,12.0,1015.2,0,2024,11,November,Monday,False,Autumn
Dubai Motor City,2024-11-12,47.5,55.0,46.0,30.0,29.4,25.5,33.1,60,0.0,12.6,1013.6,0,2024,11,November,Tuesday,False,Autumn
Dubai Motor City,2024-11-13,49.3,66.7,58.5,29.3,28.8,25.4,32.4,61,0.0,11.1,1011.7,0,2024,11,November,Wednesday,False,Autumn
Dubai Motor City,2024-11-14,54.1,72.3,66.1,28.9,28.8,24.9,33.0,68,0.0,13.5,1011.6,1,2024,11,November,Thursday,False,Autumn
Dubai Motor City,2024-11-15,48.5,43.3,39.6,29.0,28.3,24.5,32.3,61,0.0,14.0,1013.8,1,2024,11,November,Friday,False,Autumn
Dubai Motor City,2024-11-16,42.6,27.2,24.5,28.3,27.3,23.3,30.6,53,0.0,14.5,1014.2,1,2024,11,November,Saturday,True,Autumn
Dubai Motor City,2024-11-17,41.9,41.9,37.2,27.7,27.4,22.2,31.4,50,0.0,11.4,1013.3,1,2024,11,November,Sunday,True,Autumn
Dubai Motor City,2024-11-18,37.9,59.6,52.0,28.3,27.8,24.0,33.0,47,0.0,9.2,1013.8,0,2024,11,November,Monday,False,Autumn
Dubai Motor City,2024-11-19,42.7,49.2,42.2,28.0,27.5,23.0,32.0,53,0.0,10.5,1015.3,0,2024,11,November,Tuesday,False,Autumn
Dubai Motor City,2024-11-20,43.6,57.3,49.1,28.2,27.7,24.0,31.0,56,0.0,9.7,1015.0,0,2024,11,November,Wednesday,False,Autumn
Dubai Motor City,2024-11-21,45.4,61.6,52.0,28.1,27.2,24.0,31.0,58,0.0,11.1,1014.4,0,2024,11,November,Thursday,False,Autumn
Dubai Motor City,2024-11-22,52.0,75.4,68.4,28.3,27.4,23.7,32.1,67,0.0,10.4,1014.0,0,2024,11,November,Friday,False,Autumn
Dubai Motor City,2024-11-23,52.4,68.4,63.6,28.3,27.7,22.9,31.2,69,0.0,10.2,1013.9,2,2024,11,November,Saturday,True,Autumn
Dubai Motor City,2024-11-24,50.8,39.7,34.6,27.6,27.0,23.0,31.4,64,0.0,11.1,1013.4,1,2024,11,November,Sunday,True,Autumn
Dubai Motor City,2024-11-25,48.3,45.3,39.0,28.4,27.6,23.6,32.9,62,0.0,10.5,1013.9,0,2024,11,November,Monday,False,Autumn
Dubai Motor City,2024-11-26,46.2,34.8,31.6,29.0,27.9,24.7,32.6,59,0.0,10.8,1015.1,1,2024,11,November,Tuesday,False,Autumn
Dubai Motor City,2024-11-27,43.7,44.1,38.4,29.3,28.2,23.7,33.4,58,0.0,10.4,1013.9,0,2024,11,November,Wednesday,False,Autumn
Dubai Motor City,2024-11-28,47.9,45.0,38.8,29.0,27.5,23.6,31.2,66,0.0,18.0,1014.3,2,2024,11,November,Thursday,False,Autumn
Dubai Motor City,2024-11-29,44.2,14.7,14.3,28.5,25.9,24.9,28.4,56,0.0,21.7,1016.2,2,2024,11,November,Friday,False,Autumn
Dubai Motor City,2024-11-30,41.6,19.0,18.4,27.1,25.0,21.0,27.7,51,0.0,21.0,1015.8,2,2024,11,November,Saturday,True,Autumn
Dubai Motor City,2024-12-01,38.3,13.2,12.8,26.9,24.8,24.0,26.0,47,0.0,21.0,1013.7,2,2024,12,December,Sunday,True,Winter
Dubai Motor City,2024-12-02,40.9,33.0,30.6,25.9,23.7,19.0,26.5,50,0.0,12.0,1013.5,2,2024,12,December,Monday,False,Winter
Dubai Motor City,2024-12-03,35.7,28.6,25.2,25.8,23.5,18.9,27.0,42,0.0,11.3,1015.8,1,2024,12,December,Tuesday,False,Winter
Dubai Motor City,2024-12-04,35.6,21.0,20.4,26.1,23.9,19.8,27.6,41,0.0,10.7,1017.2,0,2024,12,December,Wednesday,False,Winter
Dubai Motor City,2024-12-05,38.8,35.0,31.1,26.0,23.8,19.5,27.0,46,0.0,9.6,1017.4,0,2024,12,December,Thursday,False,Winter
Dubai Motor City,2024-12-06,45.9,76.4,70.8,26.6,24.7,20.0,28.4,60,0.0,8.8,1017.7,0,2024,12,December,Friday,False,Winter
Dubai Motor City,2024-12-07,47.9,71.9,65.7,27.1,25.7,22.3,30.0,61,0.0,10.3,1017.4,1,2024,12,December,Saturday,True,Winter
Dubai Motor City,2024-12-08,38.1,32.4,28.5,26.5,25.2,20.3,30.3,44,0.0,12.7,1019.1,0,2024,12,December,Sunday,True,Winter
Dubai Motor City,2024-12-09,36.1,17.7,17.1,26.3,24.4,18.7,29.7,44,0.0,11.5,1018.3,0,2024,12,December,Monday,False,Winter
Dubai Motor City,2024-12-10,43.2,24.6,23.6,25.9,24.2,20.0,27.3,55,0.0,10.2,1016.8,2,2024,12,December,Tuesday,False,Winter
Dubai Motor City,2024-12-11,42.7,24.4,22.3,25.7,24.6,20.7,29.5,52,0.0,14.7,1017.9,2,2024,12,December,Wednesday,False,Winter
Dubai Motor City,2024-12-12,39.7,18.9,18.2,25.1,24.1,20.4,29.2,47,0.0,11.2,1017.9,1,2024,12,December,Thursday,False,Winter
Dubai Motor City,2024-12-13,41.4,25.9,23.9,24.8,24.0,19.7,28.3,49,0.0,10.2,1016.8,1,2024,12,December,Friday,False,Winter
Dubai Motor City,2024-12-14,41.5,47.2,40.3,25.4,23.8,19.6,27.5,51,0.0,11.7,1016.6,1,2024,12,December,Saturday,True,Winter
Dubai Motor City,2024-12-15,42.9,42.1,36.6,23.8,22.2,18.3,26.0,54,0.2,13.7,1019.5,2,2024,12,December,Sunday,True,Winter
Dubai Motor City,2024-12-16,43.7,24.5,23.1,23.7,22.2,18.0,25.0,51,0.0,11.9,1020.9,2,2024,12,December,Monday,False,Winter
Dubai Motor City,2024-12-17,38.2,39.5,33.7,24.2,22.0,18.4,25.6,41,0.0,9.6,1019.3,1,2024,12,December,Tuesday,False,Winter
Dubai Motor City,2024-12-18,41.9,38.5,34.0,23.2,21.0,19.0,25.0,51,0.0,13.8,1016.6,4,2024,12,December,Wednesday,False,Winter
Dubai Motor City,2024-12-19,43.6,44.9,38.7,22.9,21.3,17.0,25.1,54,0.0,10.5,1016.0,3,2024,12,December,Thursday,False,Winter
Dubai Motor City,2024-12-20,40.7,48.6,41.6,23.8,21.7,16.7,26.6,52,0.0,9.1,1016.7,1,2024,12,December,Friday,False,Winter
Dubai Motor City,2024-12-21,41.4,45.3,39.7,23.6,20.9,15.9,25.3,54,0.0,11.1,1015.1,1,2024,12,December,Saturday,True,Winter
Dubai Motor City,2024-12-22,45.5,41.2,36.5,22.9,20.3,15.6,25.0,60,0.0,15.9,1014.8,2,2024,12,December,Sunday,True,Winter
Dubai Motor City,2024-12-23,45.7,46.1,39.7,22.8,20.8,15.9,25.6,60,0.0,10.4,1016.1,2,2024,12,December,Monday,False,Winter
Dubai Motor City,2024-12-24,45.0,58.5,49.6,24.4,22.9,18.0,27.4,57,0.0,10.2,1016.9,1,2024,12,December,Tuesday,False,Winter
Dubai Motor City,2024-12-25,45.4,66.6,59.0,24.7,22.2,18.6,26.4,59,0.0,10.7,1018.2,1,2024,12,December,Wednesday,False,Winter
Dubai Motor City,2024-12-26,47.3,68.0,59.9,24.3,22.5,18.0,27.0,60,0.0,9.7,1020.4,1,2024,12,December,Thursday,False,Winter
Dubai Motor City,2024-12-27,40.8,47.9,41.4,25.1,23.0,19.0,28.5,50,0.0,10.3,1021.2,0,2024,12,December,Friday,False,Winter
Dubai Motor City,2024-12-28,39.2,39.6,35.0,25.1,22.9,17.9,28.0,50,0.0,10.4,1020.5,1,2024,12,December,Saturday,True,Winter
Dubai Motor City,2024-12-29,43.4,48.7,41.7,25.0,22.6,17.5,26.9,60,0.0,9.8,1019.5,2,2024,12,December,Sunday,True,Winter
Dubai Motor City,2024-12-30,53.7,68.8,62.3,24.8,23.3,19.9,27.5,71,0.0,9.1,1017.9,2,2024,12,December,Monday,False,Winter
Dubai Motor City,2024-12-31,48.1,71.0,66.0,25.3,24.4,21.0,28.7,63,0.0,9.4,1016.9,3,2024,12,December,Tuesday,False,Winter
Dubai Motor City,2025-01-01,44.4,44.2,39.0,24.4,22.7,20.0,27.2,60,0.0,17.1,1016.1,4,2025,1,January,Wednesday,False,Winter
Dubai Motor City,2025-01-02,34.2,15.1,14.5,24.7,21.8,20.4,23.7,42,0.0,28.8,1018.5,2,2025,1,January,Thursday,False,Winter
Dubai Motor City,2025-01-03,41.7,33.2,30.7,21.7,19.4,16.7,23.4,42,0.0,13.2,1020.4,2,2025,1,January,Friday,False,Winter
Dubai Motor City,2025-01-04,33.7,22.8,22.0,22.0,19.3,13.0,23.1,36,0.0,12.0,1021.4,1,2025,1,January,Saturday,True,Winter
Dubai Motor City,2025-01-05,39.3,39.6,35.3,22.3,19.2,14.5,23.3,47,0.0,10.9,1020.8,2,2025,1,January,Sunday,True,Winter
Dubai Motor City,2025-01-06,38.6,49.5,45.4,23.4,20.4,14.8,26.5,49,0.0,13.1,1019.5,0,2025,1,January,Monday,False,Winter
Dubai Motor City,2025-01-07,38.3,40.9,35.6,23.7,21.1,16.0,27.5,49,0.0,10.9,1019.4,3,2025,1,January,Tuesday,False,Winter
Dubai Motor City,2025-01-08,43.3,39.4,34.7,23.1,20.6,15.5,25.6,54,0.0,10.7,1017.4,3,2025,1,January,Wednesday,False,Winter
Dubai Motor City,2025-01-09,49.1,66.1,60.3,23.1,20.3,16.5,24.5,68,0.0,11.8,1015.6,2,2025,1,January,Thursday,False,Winter
Dubai Motor City,2025-01-10,47.9,51.6,43.9,23.0,20.6,15.6,25.2,62,0.0,11.1,1017.7,1,2025,1,January,Friday,False,Winter
Dubai Motor City,2025-01-11,38.0,30.0,27.4,23.5,21.9,16.0,28.2,45,0.0,10.0,1018.7,0,2025,1,January,Saturday,True,Winter
Dubai Motor City,2025-01-12,41.9,32.3,29.6,19.6,21.7,15.5,27.0,43,0.0,9.8,1018.3,0,2025,1,January,Sunday,True,Winter
Dubai Motor City,2025-01-13,48.8,48.9,41.5,23.6,21.4,17.9,24.0,62,0.4,15.7,1018.6,3,2025,1,January,Monday,False,Winter
Dubai Motor City,2025-01-14,49.3,53.8,45.0,22.5,20.5,16.6,24.2,59,0.0,13.5,1019.1,2,2025,1,January,Tuesday,False,Winter
Dubai Motor City,2025-02-11,45.2,,35.3,23.1,21.0,16.0,25.3,54,0.0,10.2,1017.6,2,2025,2,February,Tuesday,False,Winter
Dubai Motor City,2025-02-12,38.6,,31.5,26.4,24.6,19.3,32.0,48,0.0,11.8,1016.3,3,2025,2,February,Wednesday,False,Winter
Dubai Motor City,2025-02-13,31.7,,15.6,27.5,26.8,22.0,33.2,36,0.0,14.2,1015.8,5,2025,2,February,Thursday,False,Winter
Dubai Motor City,2025-02-14,39.3,,17.4,28.0,25.4,23.0,30.9,52,0.0,14.8,1016.4,6,2025,2,February,Friday,False,Winter
Dubai Motor City,2025-02-15,48.3,,35.8,26.2,23.2,20.4,26.7,71,0.0,13.0,1015.1,4,2025,2,February,Saturday,True,Winter
Dubai Motor City,2025-02-16,44.9,,33.9,27.1,24.2,21.9,27.2,60,0.0,12.4,1014.2,5,2025,2,February,Sunday,True,Winter
Dubai Motor City,2025-02-17,42.0,,17.3,26.8,26.4,22.5,32.5,52,0.0,15.8,1013.7,5,2025,2,February,Monday,False,Winter
Dubai Motor City,2025-02-18,46.0,,25.1,25.3,23.8,22.0,27.3,60,0.0,10.8,1015.0,4,2025,2,February,Tuesday,False,Winter
Dubai Motor City,2025-02-19,41.5,,30.0,26.8,23.3,21.0,26.2,58,0.3,11.3,1014.7,3,2025,2,February,Wednesday,False,Winter
Dubai Motor City,2025-02-20,38.2,,42.7,26.8,23.4,19.6,28.0,54,0.6,11.2,1011.7,4,2025,2,February,Thursday,False,Winter
Dubai Motor City,2025-02-21,38.7,,34.3,28.1,25.9,23.0,31.1,48,0.3,12.9,1013.2,2,2025,2,February,Friday,False,Winter
Dubai Motor City,2025-02-22,40.6,,32.5,27.2,24.6,21.0,29.2,59,0.0,9.8,1015.1,1,2025,2,February,Saturday,True,Winter
Dubai Motor City,2025-02-23,38.4,,30.4,27.9,27.3,20.8,35.4,47,0.0,13.1,1012.2,2,2025,2,February,Sunday,True,Winter
Dubai Motor City,2025-02-24,48.8,,35.1,26.4,25.0,24.0,28.1,65,0.0,12.8,1012.1,4,2025,2,February,Monday,False,Winter
Dubai Motor City,2025-02-25,46.8,,16.9,24.0,21.8,19.8,24.6,60,0.0,22.6,1016.3,6,2025,2,February,Tuesday,False,Winter
Dubai Motor City,2025-02-26,42.2,,11.8,23.0,20.4,16.8,23.1,55,0.0,13.6,1019.0,5,2025,2,February,Wednesday,False,Winter
Dubai Motor City,2025-02-27,42.6,,18.0,23.3,20.7,20.0,22.2,55,0.0,20.6,1018.1,7,2025,2,February,Thursday,False,Winter
Dubai Motor City,2025-02-28,39.0,,14.4,24.3,21.0,19.0,23.0,51,0.0,19.9,1016.4,3,2025,2,February,Friday,False,Winter
Dubai Motor City,2025-03-01,41.8,,21.0,23.7,20.3,16.0,24.0,56,0.0,12.8,1015.1,2,2025,3,March,Saturday,True,Spring
Dubai Motor City,2025-03-02,39.5,,23.7,24.8,21.2,17.6,24.5,55,0.0,16.0,1014.8,2,2025,3,March,Sunday,True,Spring
Dubai Motor City,2025-03-03,31.8,,26.9,25.6,21.4,18.0,24.7,41,0.0,14.6,1017.4,1,2025,3,March,Monday,False,Spring
Dubai Motor City,2025-03-04,30.4,,25.3,26.1,24.0,17.1,30.5,38,0.0,18.9,1016.8,2,2025,3,March,Tuesday,False,Spring
Dubai Motor City,2025-03-05,36.1,,21.1,25.9,25.3,21.7,31.6,42,0.0,18.8,1016.7,4,2025,3,March,Wednesday,False,Spring
Dubai Motor City,2025-03-06,33.2,,16.6,27.7,26.4,21.6,32.1,37,0.0,12.6,1015.9,2,2025,3,March,Thursday,False,Spring
Dubai Motor City,2025-03-07,23.9,,14.8,30.6,29.5,23.9,34.6,24,0.0,12.0,1013.1,2,2025,3,March,Friday,False,Spring
Dubai Motor City,2025-03-08,20.1,,8.57,30.4,29.3,24.5,37.4,20,0.0,13.3,1009.5,2,2025,3,March,Saturday,True,Spring
Dubai Motor City,2025-03-09,28.5,,15.1,28.9,27.7,25.0,32.3,32,0.0,15.8,1010.3,4,2025,3,March,Sunday,True,Spring
Dubai Motor City,2025-03-10,40.0,,20.2,27.4,27.3,24.7,31.0,48,0.8,13.2,1012.5,5,2025,3,March,Monday,False,Spring
Dubai Motor City,2025-03-11,32.2,,23.0,28.5,29.4,25.6,36.2,38,0.0,10.5,1012.8,5,2025,3,March,Tuesday,False,Spring
Dubai Motor City,2025-03-12,36.0,,37.3,28.9,27.7,25.0,31.6,41,0.0,11.3,1013.4,5,2025,3,March,Wednesday,False,Spring
Dubai Motor City,2025-03-13,42.1,,38.7,27.9,24.4,22.0,28.0,60,0.0,14.5,1013.6,4,2025,3,March,Thursday,False,Spring
Dubai Motor City,2025-03-14,46.8,,61.2,27.0,23.7,18.3,28.0,68,0.0,11.1,1013.7,0,2025,3,March,Friday,False,Spring
Dubai Motor City,2025-03-15,46.9,,66.1,27.1,25.3,19.0,31.3,60,0.0,12.6,1014.1,1,2025,3,March,Saturday,True,Spring
Dubai Motor City,2025-03-16,36.3,,43.9,29.1,26.6,20.8,34.4,51,0.0,13.1,1015.1,2,2025,3,March,Sunday,True,Spring
Dubai Motor City,2025-03-17,49.5,,60.4,26.3,25.1,23.8,29.8,61,0.0,11.1,1014.5,3,2025,3,March,Monday,False,Spring
Dubai Motor City,2025-03-18,46.9,,67.2,25.7,23.4,17.0,29.3,66,0.0,13.3,1013.5,1,2025,3,March,Tuesday,False,Spring
Dubai Motor City,2025-03-19,38.4,,51.5,27.5,24.4,18.8,30.0,51,0.0,11.5,1013.4,1,2025,3,March,Wednesday,False,Spring
Dubai Motor City,2025-03-20,36.6,,59.7,29.2,27.5,20.0,33.0,43,0.0,9.2,1013.8,1,2025,3,March,Thursday,False,Spring
Dubai Motor City,2025-03-21,28.9,,40.1,29.9,29.1,22.8,38.5,32,0.0,13.3,1014.5,1,2025,3,March,Friday,False,Spring
Dubai Motor City,2025-03-22,21.7,,20.4,29.8,30.3,26.5,36.2,20,0.0,16.0,1013.5,1,2025,3,March,Saturday,True,Spring
Dubai Motor City,2025-03-23,30.8,,23.6,29.4,28.7,25.9,35.6,32,0.0,13.8,1013.0,4,2025,3,March,Sunday,True,Spring
Dubai Motor City,2025-03-24,42.9,,20.5,27.8,24.3,22.0,27.4,61,0.0,19.6,1015.2,3,2025,3,March,Monday,False,Spring
Dubai Motor City,2025-03-25,38.2,,20.5,26.2,22.1,20.8,25.0,54,0.0,25.4,1014.4,2,2025,3,March,Tuesday,False,Spring
Dubai Motor City,2025-03-26,41.0,,33.8,25.7,22.3,17.0,26.6,58,0.0,15.6,1012.5,1,2025,3,March,Wednesday,False,Spring
Dubai Motor City,2025-03-27,42.3,,53.2,27.0,24.3,19.0,29.5,60,0.0,12.9,1013.2,1,2025,3,March,Thursday,False,Spring
Dubai Motor City,2025-03-28,41.5,,51.2,27.6,27.1,20.6,30.2,55,0.0,11.7,1013.1,2,2025,3,March,Friday,False,Spring
Dubai Motor City,2025-03-29,37.9,,34.3,28.7,27.2,22.0,33.0,39,0.0,13.4,1012.4,1,2025,3,March,Saturday,True,Spring
Dubai Motor City,2025-03-30,30.9,,30.3,29.9,28.4,22.6,34.0,37,0.0,11.3,1012.3,1,2025,3,March,Sunday,True,Spring
Dubai Motor City,2025-03-31,26.2,,21.4,30.4,29.4,24.6,36.1,27,0.0,11.0,1012.4,1,2025,3,March,Monday,False,Spring
Dubai Motor City,2025-04-01,29.2,,30.6,30.6,28.5,24.4,35.7,32,0.0,12.3,1011.3,1,2025,4,April,Tuesday,False,Spring
Dubai Motor City,2025-04-02,28.5,,51.6,30.9,28.2,22.9,33.0,37,0.0,10.2,1010.1,0,2025,4,April,Wednesday,False,Spring
Dubai Motor City,2025-04-03,31.3,,65.4,30.9,29.7,23.7,38.9,42,0.0,11.3,1009.9,1,2025,4,April,Thursday,False,Spring
Dubai Motor City,2025-04-04,21.4,,32.9,32.6,32.6,25.8,39.7,23,0.0,11.6,1010.6,1,2025,4,April,Friday,False,Spring
Dubai Motor City,2025-04-05,18.2,,15.7,32.8,32.7,27.6,40.5,17,0.0,13.0,1011.1,1,2025,4,April,Saturday,True,Spring
Dubai Motor City,2025-04-06,21.3,,18.5,32.9,32.5,27.0,40.8,21,0.0,11.8,1010.8,1,2025,4,April,Sunday,True,Spring
Dubai Motor City,2025-04-07,23.0,,26.0,33.3,32.2,27.0,39.6,26,0.0,12.3,1010.9,3,2025,4,April,Monday,False,Spring
Dubai Motor City,2025-04-08,28.3,,28.1,32.5,30.9,25.0,37.2,32,0.0,12.4,1010.1,2,2025,4,April,Tuesday,False,Spring
Dubai Motor City,2025-04-09,40.2,,18.3,30.8,28.5,24.0,32.0,53,0.0,13.5,1009.0,0,2025,4,April,Wednesday,False,Spring
Dubai Motor City,2025-04-10,40.4,,36.5,30.3,28.3,23.5,34.1,56,0.0,12.2,1006.3,0,2025,4,April,Thursday,False,Spring
Dubai Motor City,2025-04-11,36.7,,51.8,31.7,30.1,23.7,38.1,50,0.0,12.0,1003.5,0,2025,4,April,Friday,False,Spring
Dubai Motor City,2025-04-12,24.9,,38.8,33.1,33.7,27.5,40.4,27,0.0,10.8,1003.7,0,2025,4,April,Saturday,True,Spring
Dubai Motor City,2025-04-13,21.3,,27.2,34.2,35.5,31.0,40.2,20,0.0,13.6,1006.7,0,2025,4,April,Sunday,True,Spring
Dubai Motor City,2025-04-14,24.8,,28.2,34.5,34.8,29.1,42.2,26,0.0,12.4,1008.1,1,2025,4,April,Monday,False,Spring
Dubai Motor City,2025-04-15,29.6,,41.0,33.4,33.3,31.0,41.7,29,0.0,14.4,1008.1,3,2025,4,April,Tuesday,False,Spring
Dubai Motor City,2025-04-16,39.5,,39.3,31.7,30.2,26.1,35.7,54,0.0,14.8,1009.1,0,2025,4,April,Wednesday,False,Spring
Dubai Motor City,2025-04-17,37.2,,12.1,30.5,27.8,23.9,32.0,52,0.0,17.7,1009.3,0,2025,4,April,Thursday,False,Spring
Dubai Motor City,2025-04-18,39.1,,16.4,29.7,26.7,25.8,29.7,54,0.0,20.1,1009.3,0,2025,4,April,Friday,False,Spring
Dubai Motor City,2025-04-19,39.7,,32.3,28.8,26.5,22.9,30.0,56,0.0,15.8,1009.5,1,2025,4,April,Saturday,True,Spring
Dubai Motor City,2025-04-20,39.2,,35.7,29.2,26.8,22.5,30.7,55,0.0,13.1,1009.9,1,2025,4,April,Sunday,True,Spring
Dubai Motor City,2025-04-21,38.2,,37.9,30.2,28.3,23.0,35.7,55,0.0,11.3,1011.5,0,2025,4,April,Monday,False,Spring
Dubai Motor City,2025-04-22,33.0,,46.7,31.6,31.1,24.5,36.3,40,0.0,10.1,1012.6,0,2025,4,April,Tuesday,False,Spring
Dubai Motor City,2025-04-23,23.7,,39.6,33.4,34.1,27.0,39.3,24,0.0,9.9,1010.2,0,2025,4,April,Wednesday,False,Spring
Dubai Motor City,2025-04-24,35.4,,54.3,32.2,30.2,26.7,35.0,44,0.0,11.0,1006.8,0,2025,4,April,Thursday,False,Spring
Dubai Motor City,2025-04-25,39.0,,77.5,32.1,30.5,24.7,37.8,52,0.0,12.1,1006.6,0,2025,4,April,Friday,False,Spring
Dubai Motor City,2025-04-26,29.5,,65.2,33.5,34.0,27.0,43.0,33,0.0,10.4,1006.3,3,2025,4,April,Saturday,True,Spring
Dubai Motor City,2025-04-27,22.0,,32.6,34.9,36.5,30.0,43.7,20,0.0,11.4,1006.7,4,2025,4,April,Sunday,True,Spring
Dubai Motor City,2025-04-28,18.8,,27.1,35.4,37.0,32.0,43.4,15,0.0,12.1,1005.6,3,2025,4,April,Monday,False,Spring
Dubai Motor City,2025-04-29,20.1,,23.9,35.7,36.6,31.0,44.0,18,0.0,12.0,1004.2,1,2025,4,April,Tuesday,False,Spring
Dubai Motor City,2025-04-30,24.7,,28.7,35.1,35.7,31.0,42.0,25,0.0,13.0,1005.1,0,2025,4,April,Wednesday,False,Spring
Dubai Motor City,2025-05-01,23.7,,36.5,35.4,34.8,31.0,42.0,24,0.0,12.4,1006.3,0,2025,5,May,Thursday,False,Spring
Dubai Motor City,2025-05-02,28.7,,45.9,33.9,34.1,27.9,40.3,34,0.0,10.1,1006.4,0,2025,5,May,Friday,False,Spring
